,text,friend_count,level_b,RT,length
247, <user>: Bringing this back .... re read what I wrote 👀... https://t.co/xfwPTus7tM,833,0,1,12
248," <user>: Total &amp;blatant airbrushing of the original context in <user> ‘s tweet! 
<user> ,if you think a mere imagination of Hind…",619,0,1,21
249," <user>: i want this kind of friendship really bad . not the one who’s talk shit about me , stab me at the back ... ✋🏻🙂 https://t.co/…",911,0,1,27
250,lmao people are so childish 😂😭,760,0,0,6
251, <user>: Brazil: Bolsonaro in homophobic outburst as corruption scandal swirls https://t.co/jD1kiq5uBz,100,0,1,11
252,"<user> I love that feeling so much. It's like you're in a cocoon with your kids, bonding with them again over silly stuff🥰💞😍",1219,0,0,23
253, <user>: would it be bad for me to post this edit on weverse? it has taehyung it’s not like it’s off topic. people post the most ran…,4,0,1,27
254,<user> That wasn’t a BAD PI call on him and you know it.. it ain’t the patriot way come on man,294,0,0,21
255," <user>: Where is Rev Sharpton? 

Where's Cory Booker, Kamala Harris &amp; the other quick to call out racism?

Not a peep, not a word!…",16030,0,1,24
256,"""Follow your heart.""

this phrase sounds childish and dated, but it is really important 💜 @ Coffee Project https://t.co/8KvpFis4jF",323,0,0,19
257,Ever had a shitty day and still had to show up for work?,20,0,0,13
258," <user>: Unlimited electricity, you say?!

It’s too bad that this could’ve come out decades ago, and much simpler and cheaper.…",4127,0,1,20
259, <user>: Sweet potato pie. Stop playing with me like im stupid https://t.co/3hQEKgeWvi,828,0,1,12
260,<user> DUMB cat in the way of GAMING,29,0,0,8
261,"<user> I’m really bad at ww2, I think I might have stunned you.",88,0,0,13
262,"ROUND <num> MATCHUP

P Diddy &amp; The Bad Boy Family - Diddy feat. Pharrell
Year: <num>
Album: The Saga Continues...

VS

E… https://t.co/TvKpbTispw",91,0,0,23
263,I'm sick of this shit. I'm sick of all the bullshit happening in this community. This used to be a goddamn communit… https://t.co/3rATqyDHgb,521,0,0,23
264," <user>: jake: So what’s your type?

dirk: Tall, muscular, dark hair, dumb, green eyes.

jake: That kinda sounds like me, too bad…",2090,0,1,22
265,"<user> <user> <user> <user> What happened to Conor? He is a goofball now.
His tweet on that stu… https://t.co/OxaNCqJbdz",24,0,0,19
266," <user>: Arcangel x Bad Bunny - Infeliz 
 https://t.co/gOKiEjjXLv",536,0,1,8
267,<user> Has this movie been out a week already? And you're already doing spoilers? come the fuck on man you all can't need  hits that bad.,55,0,0,26
268, <user>: ho.. what are you doing? what's happening~? oh my god~ she's.. um- my kiki. 𝗻𝗼. 𝓎𝑒𝓈 𝓎𝑜𝓊 𝒶𝓇𝑒 𝓀𝒾𝓀𝒾~ 𝘆𝗼𝘂'𝗿𝗲 𝘃𝗲𝗿𝘆 𝗻𝗼𝗶𝘀𝗲. 𝒶𝒽𝒶𝒽…,543,0,1,24
269,"<user> No, I always feel bad wondering if they have done something that’s going to cause pain the rest of their lives...",337,0,0,22
270,<user> It’s so hollow. So empty. So vapid. So bombastic and dumb. It was the only Star Wars I actively just… https://t.co/LdrjhbzilZ,1388,0,0,22
271," <user>: I’m so happy that they had this concert,they deserve it so bad,everything went perfect,they were treated with respect and t…",930,0,1,21
272,Please excuse my shitty writing . I CANNOT write (or English at this point tbh) .,92,0,0,16
273,Go on the ride of your life. Play the Bad Boys for Life Giveaway for a chance to win one of the <num>+ amazing Sony… https://t.co/lgMGXN2sDM,2008,0,0,26
274,<user> am I a bad person to want Eli to start at least one more game so that his career win/lose record goes to <num>-<num>?,482,0,0,25
275, <user>: <user> <user> <user> <user> <user> <user> <user> <user> <user> <user>…,7463,0,1,11
276," <user>: Awwww, in case your having a bad day, here’s something to make you smile 

Sound on 💕❤️💕 https://t.co/OvaO83i19D",4940,0,1,19
277," <user>: Yung Thug, “Nigga hustlers dont stop they keep goin”

My dumb ass, “NIGGA HORSES DONT STOP THEY KEEP GOIIIIIIN” https:/…",380,0,1,21
278," <user>: This kid just played defensive end, wide receiver and quarterback for his team. Played his heart out I. The state champ…",1966,0,1,22
279,<user> That’s not a bad list in that order attack of the clones last,1291,0,0,14
280,“Honey just because I talk slow doesn’t mean I’m stupid”,457,0,0,10
281," <user>: I have a really bad habit of opening a text when I’m in the middle of something, mentally replying, and never opening the…",233,0,1,24
282,<user> <user> My friend Carrie Ann Lucas died after ridiculous refusals from UHC for obviously critical medic… https://t.co/r4Z6ynGRXk,2762,0,0,18
283, <user>: Yeah I fw this song 😭😭😭😭😭 https://t.co/O2ydGxJpPQ,20,0,1,8
284,"<user> You raised the issue of race and then called me a “white supremacist”, clearly demonstrating your own racism.",12,0,0,19
285," <user>: 🍴👩🏼‍🍳 i made a naked cooking show on snap!

it’s just a cute n silly show of me stoned and teaching you a recipe 

join my…",604,0,1,27
286," <user>: twitter is <num>% the hardest platform to gain followers on 

u either have to be genuinely funny, stupid hot, or steal tweets",291,0,1,23
287," <user>: And the fault is in the silence
and a bad education.
And the fault is the government’s
and the churches and their hell.…",1392,0,1,24
288,I’m not posting how bad I did on that exo buzzfeed thing y’all I COMPLETELY BLANKED LIKE <num> MINUTES WENT BY TOO FAST,139,0,0,23
289,"<user> I can’t cover my back o! It’s itching me so bad, guess that’s why I’m angry and drunk at <num>:46am!",838,0,0,21
290,"Bad bounce in favor of Nashville. Before you all start wanting to make up stupid trades, this team is still getting… https://t.co/fr2HuX0a70",573,0,0,22
291," <user>: im so bad at convincing people to love me
i shall conclude that i am unlovable",2747,0,1,17
292,<user> <user> People are fucking stupid as fuck.,349,0,0,8
293, <user>: The Rise of Skywalker has a lot of silly and frustrating stuff in it but saying it's worse than any of the prequels is tr…,640,0,1,26
294, <user>: Finding yourself after being completely lost in a relationship really is the shit. That’s what a bad bitch looks like…,721,0,1,21
295,<user> Past and Future Is it Fate or just bad luck? iartg asmsg ian1 ibook ibooks kindle kobo Time… https://t.co/MCm8cNxlO0,52146,0,0,20
296,That is correct Tim. Take it back. Take it all back.,82,0,0,11
297,gonna live the anprim life until i die eating a bad weed or something. sounds 20x more fulfilling than this shit,375,0,0,21
298, <user>: keep your eyes on niggas that always talk bad about other niggas,166,0,1,13
299, <user>: I'm a friend of <user> &amp; have also been disavowed by conservativeinc for not disavowing <user> - this is ex…,1180,0,1,21
300, <user>: I've spent way too much of my life trying to educate/alert people to how alarmingly awful my US Rep Tulsi Gabbard tul…,445,0,1,23
301,Join discussion:  Me hours ago https://t.co/JiFF6G6958 Good or bad news? https://t.co/23OCDcsHAJ,3625,0,0,6
302, <user>: You know what? Here’s the thing: swastikas and similar symbols existed in several cultures before the Nazis co-opted th…,485,0,1,20
303,I always get really bad anxiety attacks when I go out anywhere... shit sucks,269,0,0,14
304,<user> The fact they had to give the cats titties to make it sell shows me its a bad movie,55,0,0,20
305,The Balcones Rumble is very different and interesting,127,0,0,8
306," <user>: Everyone who is calling sid villain, disgusting, neech and all those stuffs &amp; are siding with asim &amp; rashmi fans.. yall can…",68,0,1,23
307," <user>: Incase you had a bad day, look at this esp the last one. Comel sangat! 🤣 https://t.co/rfYiZZ2uWo",147,0,1,18
308,Omg I can only imagine the new rec center at UNCC. Smfh... 😪 looks like ima continue to improve on my summer body a… https://t.co/AdoRvHkyhB,766,0,0,25
309,"<user> No, sir. Business is stupid. Corporate America is a s—",51,0,0,11
310," <user>: shout out to dwyane, gabrielle, will and jada for raising their kids with  love and freedom. it’s triggering some of y’a…",496,0,1,22
311,She's so done with me. Pls ignore my awful hair. https://t.co/8wubnNAiqR,150,0,0,11
312, <user>: yang gang's BEEN full of racist libertarians and anti-immigrant neoliberals its about time everyone found out https://t.co/Ycd…,496,0,1,18
313,normally my <num> hour saturdays aren’t that bad but tonight I had to hand count like $<num> worth of pennies at the end o… https://t.co/AikkBXpk4z,160,0,0,25
314,"Fo Christmas, all I want is to get rid of these stupid ass wire earphones, n get sum better wireless earphones, cuz… https://t.co/e3Q6I74dvf",18,0,0,23
315,I laugh every time someone says snakes will size you up and eat you😂😂😂😂😂,325,0,0,14
316,<user> Trade Torey Krug already. Watch out defense get that much better. He’s so valuable because he’s deadly o… https://t.co/Yk9eArVQW0,1038,0,0,20
317," <user>: MOJO <num> line convo TMI [trans]
Woozi is into gym bike,he is bad w/directions🥺
Wonwoo the type to get lonely easily &amp; gets bor…",921,0,1,25
318, <user>: Don't feel bad...he's loving every second https://t.co/dH7eutgeq6,54,0,1,8
319," <user>: ☠️Not for the sensitive of heart☠️

Armed suspect...Meet armed person with a gun.

Moral of the story is...It takes a go…",91,0,1,22
320, <user>: I might leave my damn self in <num>. I'm tired of my dumb ass😭😭,2404,0,1,15
321,"FOSR <num> FM 
NowPlaying Unknown - Bad Luck - Harold Melvin and the Blue Notes.mp3

Tune in now!!!… https://t.co/0PmiDoo1IQ",5009,0,0,19
322,"<user> My dumb ass husband asked for an Atari <num> for our wedding gift. We did have a lot of fun with that thing, though.",274,0,0,25
323," <user>: why do people draw melony slim thicc, this one actually hurts super fucking bad. like she makes me so much better about m…",735,0,1,24
324,<user> <user> That is a way to look at it. However she is not sitting on the throne of the Emper… https://t.co/8UoyfGWoTo,2908,0,0,22
325,My mom hates that I don’t let her words get to me 🤣 she wants me to see eye to eye with her on shit too bad. No bab… https://t.co/jxrujFUzIB,345,0,0,30
326, <user>: Smh djtwitter. I’m seeing open format DJs crack jokes about house djs. Resident DJs snub trick-mixing DJs. Vocal house and tech…,550,0,1,22
327,<user> Oh man loads of them aren't centred and it's annoying me so bad 💀,199,0,0,15
328,"<user> <user> I feel so bad for George, they killed his beloved family with a tragic end",36,0,0,17
329, <user>: Retweet to avoid having any bad luck✨✅🙅🏽‍♀️ https://t.co/mvd8FkQVLS,199,0,1,9
330," <user>: After being injured in a collision, not her fault, on the way to court ICBC alleged <user> was impaired in their pl…",2710,0,1,23
331, <user>: Poptropica is and has always been for BAD BITCHES https://t.co/rc2mZSua8f,146,0,1,11
332, <user>: I need some coochie so bad they’re going to have to give it to me in an IV bag if i don’t get none soon. I’m damn near dehydr…,208,0,1,30
333,<user> <user> <user> ABC coverage was bad enough. Felt like they watched a different PM from the one who made me cringe!,180,0,0,22
334,"<user> Soft calls, bad calls, bad luck, injurys... This is so anoying. Its like the team cant catch a brak… https://t.co/SZxceE7Nsq",198,0,0,21
335," <user>: Accept that good won’t last, and acknowledge that bad won’t either. https://t.co/jr4Avxxqdp",179,0,1,13
336," <user>: Three points on Stephen Miller:

<num>) Jewish people can be white supremacists too, as he demonstrates.

<num>) His White House…",32697,0,1,21
337,"<user> <user> The T-Mac comparisons were so ridiculous regardless. Cam’s athleticism, and most of… https://t.co/wIlwtQxtgv",760,0,0,15
338,That part,479,0,0,2
339,I'm going through a twilight phase AGAIN maybe I should read it like....i never did but I hate bella and edward so… https://t.co/39Hnh71SFW,316,0,0,23
340,"<user> <user> It’s a silly way of making fun of the looney left. If it were the left making a meme, o… https://t.co/m2Pw3ZKgDY",4984,0,0,23
